Subject,Experiment,T7_delta,T7_theta,T7_alpha,T7_beta,T7_gamma,F8_delta,F8_theta,F8_alpha,F8_beta,F8_gamma,Cz_delta,Cz_theta,Cz_alpha,Cz_beta,Cz_gamma,P4_delta,P4_theta,P4_alpha,P4_beta,P4_gamma
s18,3MRSEC,2.423368318,0.79247219,1.472677638,0.796163981,0.094578403,3.161207738,0.619487897,1.67134446,0.605469072,0.111111385,2.060651231,1.140032034,3.568446714,1.077534561,0.099426154,1.442582291,0.475867506,2.191854679,0.909061115,0.104111852
s18,3MRSEC,2.761291012,0.886180068,1.750027189,0.748502019,0.098697477,3.113779569,0.625412978,1.677223366,0.594616478,0.092315673,2.190283541,1.266706568,3.405524425,0.896608791,0.107614226,1.580145467,0.55203305,1.838777843,0.803013301,0.075328847
s18,3MRSEO,4.120797608,0.718187245,0.537167331,0.341456959,0.091613153,4.587208238,0.81110832,0.55089546,0.242972248,0.078845051,3.039192155,0.701497268,0.676677107,0.338922463,0.09317075,1.596188954,0.331642474,0.444155104,0.238644659,0.073404567
s18,3MRSEO,3.808479376,0.735168688,0.510534002,0.281904885,0.093411448,5.996681243,0.801640157,0.457699766,0.217988517,0.10107837,2.819464133,0.737730767,0.584140477,0.270143563,0.090871261,1.539906416,0.361764413,0.357357038,0.186960692,0.074815727
s18,3MRSEO,3.231999709,0.663856256,0.550705371,0.361500027,0.09762999,6.569045857,0.972708886,0.585335171,0.249731694,0.116585099,3.246477266,0.69634847,0.662850901,0.322848179,0.094949133,1.594729362,0.331430359,0.415988686,0.221797742,0.08147283
s19,3MNLBH,3.04558524,0.53669841,1.245916811,0.425644182,0.148068138,7.04971556,1.935537328,2.399702004,1.435269865,1.306539131,3.594397011,0.874868063,1.391734699,0.353912102,0.132514445,2.497232509,0.617937148,3.57266701,1.142479287,0.184748669
s19,3MNLEH,11.89032688,0.495106417,1.393566217,0.398217091,0.094716905,15.96940078,0.931292047,1.173865121,0.298468473,0.117949515,10.36204488,0.915096198,1.510135816,0.347171052,0.119480389,9.446346476,0.56901669,4.378884484,1.14162027,0.166194799
s19,3MNMBH,22.82915071,1.127738585,1.083692483,0.488284594,0.106876074,42.23522216,2.116344576,1.242281203,0.389139022,0.164368909,43.01984235,2.351341704,1.426406884,0.426848484,0.158901056,25.61711022,1.327034217,2.407312175,0.790608579,0.175703082
s19,3MNMEH,16.7934271,0.550822802,0.918067366,0.636225746,0.090492246,21.71939604,0.915227808,0.938506855,0.337145095,0.109530294,90944.45403,8569.874531,2423.524315,657.1373472,195.4957987,13.44215597,0.547016858,1.902073374,0.966309713,0.136782581
s19,3MNNLBH,15.63772239,0.626324719,0.949843881,0.528723207,0.102421841,22.79196015,1.124171189,1.038614986,0.365666738,0.210307589,14.44185011,1.032235344,1.222371432,0.344377317,0.11646506,15.71872343,0.770740749,2.928400877,0.923509049,0.162316589
s19,3MNNLEH,15.51056875,0.49855768,1.123640953,0.662123666,0.091734639,22.12252407,0.842397503,1.011848638,0.337409338,0.117730302,14.10709091,0.782482831,1.292180842,0.38954872,0.110781723,12.93529266,0.586102707,3.014848306,1.19294896,0.163458062
s19,3MRSEC,5.370743701,1.257031626,1.215564555,0.476667724,0.128498629,5.252658474,1.175853951,0.868692742,0.273260722,0.121545877,4.316378014,1.201054496,0.971271786,0.28261523,0.125192171,3.768898161,0.87472997,1.827449727,0.487328599,0.095851251
s19,3MRSEC,2.141383008,0.609667136,0.859020169,0.463659799,0.089442976,2.685890526,0.943750431,0.73059087,0.267980198,0.109247368,1.798709718,0.827756768,0.909745126,0.303681868,0.105965198,1.238184508,0.460697714,1.390404814,0.652826062,0.097808502
s19,3MRSEC,6.047927713,0.695554623,0.688145061,0.508899727,0.091402697,5.652533075,0.883164805,0.769764841,0.294226455,0.129087649,4.108124795,0.812165728,0.732028051,0.273549111,0.103703466,3.152143919,0.486271323,1.404090825,0.631620437,0.099010965
s19,3MRSEO,3.611313928,0.628035977,0.665655156,0.280985489,0.109793838,4.136121831,1.203802419,0.580989378,0.259850304,0.224540787,2.92276521,0.965800718,0.590266459,0.194899564,0.109138083,1.894314526,0.443606509,1.243759257,0.318867734,0.103821937
s19,3MRSEO,210.9062016,8.319466997,2.908424676,0.91459128,0.299620039,8.006031642,1.434467497,0.687828579,0.325325964,0.30780794,8.085881617,1.268996655,0.617782398,0.206829855,0.132407355,4.33846225,0.712052844,0.827782239,0.319888342,0.124902342
s19,3MRSEO,5.014297031,0.737560585,0.571912935,0.310251817,0.256643215,7.248156986,1.342989842,0.660453044,0.384971793,0.448755716,4.803980753,1.097979971,0.601397044,0.217833218,0.195693311,2.567473427,0.536816552,0.915486111,0.330058886,0.167963197
s20,3MNLBH,1.686553709,0.391521349,0.31736594,0.166035147,0.087762303,6.745230706,0.356843685,0.328218794,0.164151096,0.091618822,2.09490473,0.317322461,0.319192306,0.151301583,0.085690794,1.376725104,0.283283127,0.468573675,0.223135813,0.0861549
s20,3MNLEH,10.80650531,0.760357401,0.4922964,0.219328496,0.124100235,11.98720553,0.835757761,0.587220657,0.209052735,0.143288947,13.74497721,0.831826287,0.537453539,0.219601179,0.125418444,10.99886537,0.772846678,0.866242427,0.262403547,0.135294495
s20,3MNMBH,13.64192289,0.722724444,0.49866677,0.190279092,0.112333575,19.50874186,0.788141382,0.658440193,0.199276884,0.105621443,15.84662311,0.762345048,0.589518142,0.180887647,0.115267615,11.94203008,0.749876594,1.028250611,0.257963018,0.131270363
s20,3MNMEH,2.135015485,0.384791709,0.397467068,0.178576178,0.099640168,2.533265047,0.406762622,0.538914651,0.171766227,0.091524066,1.359922893,0.336356561,0.447332191,0.16694295,0.100141314,1.328064753,0.357143225,0.83178435,0.222502409,0.102119036
s20,3MNNLBH,1.805449076,0.402452007,0.37978968,0.20086116,0.107103258,2.380853536,0.372781612,0.39022031,0.160019057,0.100174502,1.669687774,0.306419792,0.374643685,0.143552497,0.09057098,1.166140349,0.342004548,0.614048299,0.256162128,0.136984131
s20,3MNNLEH,2.2116291,0.40291582,0.37232738,0.168559747,0.095981095,4.126027007,0.380902807,0.390401319,0.1555488,0.091606935,2.581568945,0.366169803,0.357474239,0.150573668,0.089250253,1.283716841,0.371355797,0.706789077,0.233950253,0.12363405
s20,3MRSEC,2.161416148,0.686166761,0.553528435,0.23902582,0.126330747,3.582311118,0.476968018,0.505069795,0.179012566,0.101120967,2.029872762,0.359450584,0.39584244,0.147288766,0.082069842,1.529824258,0.385719808,0.864735967,0.202174094,0.092318739
s20,3MRSEC,3.533349512,0.646816463,0.499165059,0.223323444,0.119878192,4.059486502,0.503303763,0.420490098,0.165265779,0.092394838,5.959101912,0.369170958,0.337049534,0.143611075,0.089318187,1.953884915,0.323804363,0.490477481,0.208398698,0.099902537
s20,3MRSEC,3.875757277,0.599628272,0.481841347,0.217436819,0.113398628,6.168572387,0.433081571,0.381321415,0.164205929,0.098402519,1.911024794,0.317603638,0.32387647,0.149087955,0.08618506,1.67556808,0.341805187,0.470806532,0.211008026,0.097862791
s20,3MRSEO,53.93414655,0.961097271,0.582298189,0.31153394,0.172552757,603.6860531,0.972409002,0.519490766,0.284896977,0.174143846,33.23824001,0.387092212,0.233447738,0.127709064,0.083907216,45.88470176,0.46657969,0.400506691,0.192132432,0.12626406
s20,3MRSEO,79.61874153,4.831805074,1.468091385,0.547545136,0.275339471,107.7265178,3.447804344,1.100585092,0.391322606,0.200083807,83.53104882,4.822661129,1.333109219,0.438990379,0.17646865,62.08859504,3.830994303,1.218346224,0.43206702,0.190916055
s20,3MRSEO,12.56287905,0.792950535,0.47441194,0.27296868,0.154052021,22.41891878,0.74770206,0.389093608,0.193033713,0.134483113,4.053848296,0.348553292,0.236634866,0.127305419,0.086132107,2.463518508,0.450204418,0.330097924,0.174169028,0.111109641
